"Gene > GO Annotation > Ontology Term . Name","Gene > Systematic Name","Gene > GO Annotation > Ontology Term . Namespace"
"protein glycosylation","YNL219C","biological_process"
"protein glycosylation","YNR030W","biological_process"
"protein glycosylation","YNR059W","biological_process"
"protein glycosylation","YOR002W","biological_process"
"protein glycosylation","YOR067C","biological_process"
"protein glycosylation","YOR085W","biological_process"
"protein glycosylation","YOR099W","biological_process"
"protein glycosylation","YOR103C","biological_process"
"protein glycosylation","YOR321W","biological_process"
"protein glycosylation","YOR336W","biological_process"
"protein glycosylation","YPL050C","biological_process"
"protein glycosylation","YPL053C","biological_process"
"protein glycosylation","YPL227C","biological_process"
"protein glycosylation","YPR183W","biological_process"
"protein heterodimerization activity","YBL021C","molecular_function"
"protein heterodimerization activity","YBR278W","molecular_function"
"protein heterodimerization activity","YDR004W","molecular_function"
"protein heterodimerization activity","YDR121W","molecular_function"
"protein heterodimerization activity","YDR145W","molecular_function"
"protein heterodimerization activity","YDR224C","molecular_function"
"protein heterodimerization activity","YDR392W","molecular_function"
"protein heterodimerization activity","YER159C","molecular_function"
"protein heterodimerization activity","YFL008W","molecular_function"
"protein heterodimerization activity","YGL044C","molecular_function"
"protein heterodimerization activity","YJL065C","molecular_function"
"protein heterodimerization activity","YKL049C","molecular_function"
"protein heterodimerization activity","YKL197C","molecular_function"
"protein heterodimerization activity","YML015C","molecular_function"
"protein heterodimerization activity","YML098W","molecular_function"
"protein heterodimerization activity","YMR061W","molecular_function"
"protein heterodimerization activity","YMR198W","molecular_function"
"protein heterodimerization activity","YMR236W","molecular_function"
"protein heterodimerization activity","YNL329C","molecular_function"
"protein heterodimerization activity","YOL012C","molecular_function"
"protein heterodimerization activity","YOR358W","molecular_function"
"protein heterodimerization activity","YPR141C","molecular_function"
"protein histidine kinase activity","YIL147C","molecular_function"
"protein histidine kinase binding","YDL235C","molecular_function"
"protein homodimerization activity","YBR014C","molecular_function"
"protein homodimerization activity","YBR179C","molecular_function"
"protein homodimerization activity","YCL029C","molecular_function"
"protein homodimerization activity","YDL010W","molecular_function"
"protein homodimerization activity","YDL022W","molecular_function"
"protein homodimerization activity","YDR054C","molecular_function"
"protein homodimerization activity","YDR283C","molecular_function"
"protein homodimerization activity","YER016W","molecular_function"
"protein homodimerization activity","YHR079C","molecular_function"
"protein homodimerization activity","YIL068C","molecular_function"
"protein homodimerization activity","YLL001W","molecular_function"
"protein homodimerization activity","YLR006C","molecular_function"
"protein homodimerization activity","YOL059W","molecular_function"
"protein homodimerization activity","YOR232W","molecular_function"
"protein homodimerization activity","YPL128C","molecular_function"
"protein homodimerization activity","YPR173C","molecular_function"
"protein homooligomerization","YBL022C","biological_process"
"protein homooligomerization","YDL149W","biological_process"
"protein homooligomerization","YHR079C","biological_process"
"protein homooligomerization","YLL001W","biological_process"
"protein homooligomerization","YPR173C","biological_process"
"protein import into mitochondrial inner membrane","YBR091C","biological_process"
"protein import into mitochondrial inner membrane","YDL217C","biological_process"
"protein import into mitochondrial inner membrane","YER154W","biological_process"
"protein import into mitochondrial inner membrane","YGR181W","biological_process"
"protein import into mitochondrial inner membrane","YJL054W","biological_process"
"protein import into mitochondrial inner membrane","YKL141W","biological_process"
"protein import into mitochondrial inner membrane","YNL121C","biological_process"
"protein import into mitochondrial inner membrane","YOR297C","biological_process"
"protein import into mitochondrial inner membrane","YPL098C","biological_process"
"protein import into mitochondrial intermembrane space","YKL084W","biological_process"
"protein import into mitochondrial intermembrane space","YKL195W","biological_process"
"protein import into mitochondrial intermembrane space","YLR259C","biological_process"
"protein import into mitochondrial intermembrane space","YMR089C","biological_process"
"protein import into mitochondrial intermembrane space","YOR020C","biological_process"
"protein import into mitochondrial intermembrane space","YPR024W","biological_process"
"protein import into mitochondrial matrix","YGR033C","biological_process"
"protein import into mitochondrial matrix","YGR082W","biological_process"
"protein import into mitochondrial matrix","YIL022W","biological_process"
"protein import into mitochondrial matrix","YJL104W","biological_process"
"protein import into mitochondrial matrix","YJL143W","biological_process"
"protein import into mitochondrial matrix","YJR045C","biological_process"
"protein import into mitochondrial matrix","YKR065C","biological_process"
"protein import into mitochondrial matrix","YLR008C","biological_process"
"protein import into mitochondrial matrix","YLR090W","biological_process"
"protein import into mitochondrial matrix","YMR203W","biological_process"
"protein import into mitochondrial matrix","YNL070W","biological_process"
"protein import into mitochondrial matrix","YNL121C","biological_process"
"protein import into mitochondrial matrix","YNL131W","biological_process"
"protein import into mitochondrial matrix","YNL310C","biological_process"
"protein import into mitochondrial matrix","YNR017W","biological_process"
"protein import into mitochondrial matrix","YOR045W","biological_process"
"protein import into mitochondrial matrix","YOR232W","biological_process"
"protein import into mitochondrial matrix","YPL063W","biological_process"
"protein import into mitochondrial matrix","YPL098C","biological_process"
"protein import into mitochondrial outer membrane","YAL010C","biological_process"
"protein import into mitochondrial outer membrane","YHR083W","biological_process"
"protein import into mitochondrial outer membrane","YLL006W","biological_process"
"protein import into mitochondrial outer membrane","YNL026W","biological_process"
"protein import into mitochondrial outer membrane","YNL070W","biological_process"
"protein import into mitochondrial outer membrane","YNL131W","biological_process"
"protein import into mitochondrial outer membrane","YOL009C","biological_process"
"protein import into mitochondrial outer membrane","YOL026C","biological_process"
"protein import into nucleus","YBR017C","biological_process"
"protein import into nucleus","YDL116W","biological_process"
"protein import into nucleus","YDR002W","biological_process"
"protein import into nucleus","YER009W","biological_process"
"protein import into nucleus","YER110C","biological_process"
"protein import into nucleus","YFR002W","biological_process"
"protein import into nucleus","YGL016W","biological_process"
"protein import into nucleus","YGL092W","biological_process"
"protein import into nucleus","YGL172W","biological_process"
"protein import into nucleus","YGL241W","biological_process"
"protein import into nucleus","YGR119C","biological_process"
